1.134177315311650919e-01
7.063827011988479954e-02
1.325359988239451225e-01
1.570341799879575728e-01
1.749926664967177414e-01
1.841108866310098291e-01
2.020779333416418966e-01
2.641409820657235619e-01
9.993051684019060854e-02
