2.266894662938366413e+09 -3.546796165974935517e+06 4.623922482362185256e+05 -3.662522580822285265e+06 -2.363613096039923653e+07 -1.318448860903762281e+07 -7.031600653650311753e+06 -9.255636234208712354e+06 -2.024399001373586943e+06 -1.684151987291117664e+06 -3.886394582443702035e+06 -4.438852008672853000e+06 5.987303585962988436e+05 -5.883664489625281841e+07 -4.259844898838599026e+07 -1.787728459703173116e+07 -9.574251300889160484e+06 -5.382782997634168714e+06 -2.865444615314644296e+06 -4.999220833216181956e+06 -1.330624222517864220e+07 -2.533623014840112254e+07 -5.001230047105617076e+07 -5.110711764904581755e+07 -2.286744923733885959e+07 -1.907429477650732175e+07 -6.430426932623962872e+06 -3.174038875825832365e+05 -1.292791509468159452e+07 -2.411667947820448875e+07 -3.618303496480500698e+07 3.663373130538382381e+07 2.347417101960403100e+07 5.903333879658461548e+06 1.326554301344795674e+08 9.146215992907650769e+07 -1.122050955067852326e+07
-3.546796165974935517e+06 5.549337271220407274e+03 -7.234615176582379945e+02 5.730403472130938098e+03 3.698122371515979466e+04 2.062852518619488183e+04 1.100168201318485808e+04 1.448142061731198010e+04 3.167386087171948475e+03 2.635033691287847432e+03 6.080674867622579768e+03 6.945052870380798595e+03 -9.367768935366223104e+02 9.205614621120663651e+04 6.664977337440321571e+04 2.797090023786379606e+04 1.497992754637204598e+04 8.421932615756046289e+03 4.483290794922932946e+03 7.821809091530453770e+03 2.081902158021912328e+04 3.964120848655900045e+04 7.824952718905900838e+04 7.996248431619076291e+04 3.577853995892754028e+04 2.984374911108575543e+04 1.006108222101925458e+04 4.966119114172768150e+02 2.022708881957116319e+04 3.773309263451546576e+04 5.661218043548618152e+04 -5.731734247010489344e+04 -3.672782027897657827e+04 -9.236389459624328083e+03 -2.075534336416232109e+05 -1.431022109107391152e+05 1.755567248239348555e+04
4.623922482362185256e+05 -7.234615176582379945e+02 9.431695028643588330e+01 -7.470669361262589518e+02 -4.821204934250552469e+03 -2.689320077129438687e+03 -1.434278216847622389e+03 -1.887928238202717921e+03 -4.129289379326307312e+02 -3.435266916044647587e+02 -7.927314655987886454e+02 -9.054195562918838505e+02 1.221266612537554437e+02 -1.200126717709514378e+04 -8.689063908061792972e+03 -3.646538126507103698e+03 -1.952918085068094797e+03 -1.097958883019976611e+03 -5.844821109395008989e+02 -1.019721382864723523e+03 -2.714154900387331509e+03 -5.167984473069438536e+03 -1.020131214403308877e+04 -1.042462864153724877e+04 -4.664412262797849507e+03 -3.890699550104935042e+03 -1.311653168145275458e+03 -6.474279532159141581e+01 -2.636985221840144732e+03 -4.919225328919678759e+03 -7.380473013994993380e+03 7.472404279086047609e+03 4.788168983188128550e+03 1.204138802447094577e+03 2.705853235417508768e+04 1.865609128186302041e+04 -2.288715361290374403e+03
-3.662522580822285265e+06 5.730403472130938098e+03 -7.470669361262589518e+02 5.917377580149980531e+03 3.818786323909952625e+04 2.130160171827419617e+04 1.136064970038672254e+04 1.495392673593674954e+04 3.270732944209342349e+03 2.721010721775276124e+03 6.279077783762227227e+03 7.171659089628681613e+03 -9.673424592832041071e+02 9.505979436778403760e+04 6.882445129838475259e+04 2.888354699090637223e+04 1.546869916686864963e+04 8.696727112563423361e+03 4.629573565664551097e+03 8.077022495804114442e+03 2.149831371186777687e+04 4.093463915572879341e+04 8.080268694826973660e+04 8.257153518891171552e+04 3.694593779183379229e+04 3.081750399538438069e+04 1.038935960726790290e+04 5.128155818255575014e+02 2.088706711049853766e+04 3.896426446603658405e+04 5.845934739177762822e+04 -5.918751776133696694e+04 -3.792619164489223476e+04 -9.537758410157848630e+03 -2.143255777515738155e+05 -1.477714123676198942e+05 1.812848663396828488e+04
-2.363613096039923653e+07 3.698122371515979466e+04 -4.821204934250552469e+03 3.818786323909952625e+04 2.464458079640080687e+05 1.374701279702020693e+05 7.331608152249924024e+04 9.650533557214589382e+04 2.110771210275176782e+04 1.756007351361953624e+04 4.052209960005671019e+04 4.628238316765375203e+04 -6.242755517984862308e+03 6.134694596862031613e+05 4.441593760224724538e+05 1.864002976671434008e+05 9.982742528594576288e+04 5.612442692797091877e+04 2.987700544477799485e+04 5.212515616437646531e+04 1.387396110489972052e+05 2.641721574544578907e+05 5.214610554653988802e+05 5.328763376219662605e+05 2.384310280229012715e+05 1.988811111012986803e+05 6.704784990484172886e+04 3.309461165927033107e+03 1.347949241835257853e+05 2.514563220762729470e+05 3.772680605565871228e+05 -3.819673162844583276e+05 -2.447571073668607569e+05 -6.155203193328213092e+04 -1.383152543666251469e+06 -9.536444835078817559e+05 1.169923938320457964e+05
-1.318448860903762281e+07 2.062852518619488183e+04 -2.689320077129438687e+03 2.130160171827419617e+04 1.374701279702020693e+05 7.668231908778774960e+04 4.089650050222676509e+04 5.383171635383505054e+04 1.177410931796916884e+04 9.795198275135526274e+03 2.260366391971503617e+04 2.581681218027649811e+04 -3.482276314756377815e+03 3.421998768231816939e+05 2.477568872662326903e+05 1.039760951329643140e+05 5.568481380295563577e+04 3.130681027112138327e+04 1.666571566297400932e+04 2.907597393350711718e+04 7.739045043211746088e+04 1.473580767774000706e+05 2.908765972467839019e+05 2.972441646720267599e+05 1.329993973326662381e+05 1.109380273895523860e+05 3.740001334448176203e+04 1.846053109001742314e+03 7.519006158120250620e+04 1.402650467472751625e+05 2.104441905189892859e+05 -2.130654860143848055e+05 -1.365281525756475748e+05 -3.433438684390208073e+04 -7.715373970081047155e+05 -5.319531716483965283e+05 6.525961826861518057e+04
-7.031600653650311753e+06 1.100168201318485808e+04 -1.434278216847622389e+03 1.136064970038672254e+04 7.331608152249924024e+04 4.089650050222676509e+04 2.181107422447525096e+04 2.870973180114677234e+04 6.279411908295881403e+03 5.224011688012285958e+03 1.205507037139165550e+04 1.376871858932496616e+04 -1.857180595859246978e+03 1.825033149863351427e+05 1.321346274480017019e+05 5.545291897023571073e+04 2.969803264624606891e+04 1.669666485321435175e+04 8.888221653814460296e+03 1.550690689483568895e+04 4.127416375268047705e+04 7.858955927030468592e+04 1.551313920458048815e+05 1.585273668611503090e+05 7.093173477949074004e+04 5.916588265488993056e+04 1.994631464881551437e+04 9.845439313461049551e+02 4.010064416150173929e+04 7.480667803196836030e+04 1.122348808125860523e+05 -1.136328799057173019e+05 -7.281370369075448252e+04 -1.831134328628973526e+04 -4.114792030233965488e+05 -2.837032501139421365e+05 3.480450308554360527e+04
-9.255636234208712354e+06 1.448142061731198010e+04 -1.887928238202717921e+03 1.495392673593674954e+04 9.650533557214589382e+04 5.383171635383505054e+04 2.870973180114677234e+04 3.779037619196441665e+04 8.265536575626381818e+03 6.876322227200945235e+03 1.586798676876869831e+04 1.812364736723526221e+04 -2.444591048779292123e+03 2.402275638582836546e+05 1.739276881383334985e+05 7.299220638292490912e+04 3.909126820258385851e+04 2.197767817283884506e+04 1.169949069192614297e+04 2.041160987460704928e+04 5.432883128362189746e+04 1.034467695538301487e+05 2.041981341100481804e+05 2.086682269238450099e+05 9.336684020010704990e+04 7.787954895380120433e+04 2.625516460561014901e+04 1.295946816946536046e+03 5.278413741025338095e+04 9.846739510072069243e+04 1.477338206133468775e+05 -1.495739949490522267e+05 -9.584405989797259099e+04 -2.410306568386160870e+04 -5.416265810188703472e+05 -3.734361791655817651e+05 4.581287188215886272e+04
-2.024399001373586943e+06 3.167386087171948475e+03 -4.129289379326307312e+02 3.270732944209342349e+03 2.110771210275176782e+04 1.177410931796916884e+04 6.279411908295881403e+03 8.265536575626381818e+03 1.807843736087087791e+03 1.503993836579153367e+03 3.470656771252303770e+03 3.964016379109002173e+03 -5.346826034092399595e+02 5.254273483433798538e+04 3.804158128828631743e+04 1.596490462357510478e+04 8.550068553823559341e+03 4.806972596996054563e+03 2.558920497088842239e+03 4.464441082273628126e+03 1.188283863078603281e+04 2.262594722619853928e+04 4.466235365288986213e+04 4.564005536882935121e+04 2.042125827762320478e+04 1.703386748787661054e+04 5.742547315337564214e+03 2.834503621008109917e+02 1.154498214468975493e+04 2.153685508652655335e+04 3.231244091177622249e+04 -3.271492508393790922e+04 -2.096307744117320181e+04 -5.271838787279538337e+03 -1.184649312036981428e+05 -8.167821304228281952e+04 1.002022224528656261e+04
-1.684151987291117664e+06 2.635033691287847432e+03 -3.435266916044647587e+02 2.721010721775276124e+03 1.756007351361953624e+04 9.795198275135526274e+03 5.224011688012285958e+03 6.876322227200945235e+03 1.503993836579153367e+03 1.251212931358751121e+03 2.887332731612660609e+03 3.297771861180128326e+03 -4.448168411912204192e+02 4.371171455277280620e+04 3.164781482449506075e+04 1.328163362581373076e+04 7.113032034014477176e+03 3.999049815076873529e+03 2.128834798657778720e+03 3.714088633591310554e+03 9.885653115378518123e+03 1.882313415462614284e+04 3.715581345899520238e+04 3.796918981748983788e+04 1.698899411030554984e+04 1.417093258863294432e+04 4.777379591017820530e+03 2.358099812865755212e+02 9.604581215969279583e+03 1.791708910613166154e+04 2.688158882654582339e+04 -2.721642623653239207e+04 -1.743974804785738161e+04 -4.385784504068107708e+03 -9.855416307538241381e+04 -6.795030264301270654e+04 8.336092438322524686e+03
