1.069568489115131497e+08 2.360864045720636547e+08 7.711851726381909847e+07 2.968794771011773497e+07 -6.033677264554298669e+07 -3.444036417051392049e+07 -6.906050500506451726e+07 -2.500225949027039460e+05 -1.974374084633925930e+07 -1.605201872138692439e+07 -2.491326455162912980e+07 4.339804592093558051e+06 -1.088145094304371811e+07 -4.558967205241518095e+06 -3.002400644183735549e+07 -2.228608677327057719e+07 -3.754955986985515058e+07 -4.776638163583303988e+07 -2.326594702588187531e+07 -4.332159684143611230e+06
2.360864045720636547e+08 5.211147391774408817e+08 1.702241011401361227e+08 6.553036019043251872e+07 -1.331816696390626878e+08 -7.602039356914825737e+07 -1.524376090965938270e+08 -5.518761640144310659e+05 -4.358046106118109822e+07 -3.543170376299075782e+07 -5.499117741410616785e+07 9.579273072455037385e+06 -2.401868282222694159e+07 -1.006303183948384225e+07 -6.627214436324760318e+07 -4.919219434592110664e+07 -8.288333728185687959e+07 -1.054349806916103363e+08 -5.135504493825165182e+07 -9.562398427684221417e+06
7.711851726381909847e+07 1.702241011401361227e+08 5.560434666404785216e+07 2.140574008406137675e+07 -4.350429626772189140e+07 -2.483234917525787652e+07 -4.979432174453154206e+07 -1.802724369460507296e+05 -1.423572248814527877e+07 -1.157390008664674871e+07 -1.796307615618332103e+07 3.129105791381842922e+06 -7.845793616271992214e+06 -3.287127422886875458e+06 -2.164804669058096409e+07 -1.606881639706230350e+07 -2.707415570430595428e+07 -3.444073534609004110e+07 -1.677531972598564252e+07 -3.123593624823850114e+06
2.968794771011773497e+07 6.553036019043251872e+07 2.140574008406137675e+07 8.240465647673088126e+06 -1.674764140424600802e+07 -9.559591003447825089e+06 -1.916908250654328242e+07 -6.939862009173708793e+04 -5.480258177138019353e+06 -4.455549105009848252e+06 -6.915159738007952459e+06 1.204596929634617176e+06 -3.020357741415466648e+06 -1.265429763299455866e+06 -8.333745266101961955e+06 -6.185935594787178561e+06 -1.042260856877392530e+07 -1.325848559244056419e+07 -6.457914811067319475e+06 -1.202474937169651734e+06
-6.033677264554298669e+07 -1.331816696390626878e+08 -4.350429626772189140e+07 -1.674764140424600802e+07 3.403733533971070498e+07 1.942858679863668606e+07 3.895858967128214985e+07 1.410433891650419682e+05 1.113788985690527596e+07 9.055306078581262380e+06 1.405413486286902986e+07 -2.448181726219929755e+06 6.138472087441844866e+06 2.571816303121606819e+06 1.693721972015256435e+07 1.257208457880181260e+07 2.118255427178891748e+07 2.694609403878262639e+07 1.312484586419760808e+07 2.443869061088464689e+06
-3.444036417051392049e+07 -7.602039356914825737e+07 -2.483234917525787652e+07 -9.559591003447825089e+06 1.942858679863668606e+07 1.108988060389594547e+07 2.223764972864674404e+07 8.050788057929689239e+04 6.357532329684962519e+06 5.168788871985587291e+06 8.022131472331570461e+06 -1.397427580390150892e+06 3.503853535289289430e+06 1.467998472167467233e+06 9.667802728277906775e+06 7.176173870287719183e+06 1.209104914291393757e+07 1.538089047487594746e+07 7.491691242756909691e+06 1.394965901530631818e+06
-6.906050500506451726e+07 -1.524376090965938270e+08 -4.979432174453154206e+07 -1.916908250654328242e+07 3.895858967128214985e+07 2.223764972864674404e+07 4.459137867365831137e+07 1.614360075336771552e+05 1.274825060212237202e+07 1.036455851618121564e+07 1.608613799648951739e+07 -2.802149650100786239e+06 7.025996978801637888e+06 2.943659809536666609e+06 1.938607081500700116e+07 1.438980694375227764e+07 2.424521284724350646e+07 3.084206828834670782e+07 1.502248867071405426e+07 2.797213442563694436e+06
-2.500225949027039460e+05 -5.518761640144310659e+05 -1.802724369460507296e+05 -6.939862009173708793e+04 1.410433891650419682e+05 8.050788057929689239e+04 1.614360075336771552e+05 5.844534370454205146e+02 4.615301749934859254e+04 3.752323871721629257e+04 5.823730891557117866e+04 -1.014473796234945257e+04 2.543650667323849120e+04 1.065705302961778034e+04 7.018419181528108311e+04 5.209601163446532155e+04 8.777594414624760975e+04 1.116588120091699675e+05 5.438653538767141436e+04 1.012686720659243292e+04
-1.974374084633925930e+07 -4.358046106118109822e+07 -1.423572248814527877e+07 -5.480258177138019353e+06 1.113788985690527596e+07 6.357532329684962519e+06 1.274825060212237202e+07 4.615301749934859254e+04 3.644603469291664660e+06 2.963128597382739652e+06 4.598873694854228757e+06 -8.011079053098862059e+05 2.008665640751529718e+06 8.415643125548273092e+05 5.542293068552135490e+06 4.113908797878949437e+06 6.931475511005985551e+06 8.817453672045396641e+06 4.294786479767195880e+06 7.996966905733455205e+05
-1.605201872138692439e+07 -3.543170376299075782e+07 -1.157390008664674871e+07 -4.455549105009848252e+06 9.055306078581262380e+06 5.168788871985587291e+06 1.036455851618121564e+07 3.752323871721629257e+04 2.963128597382739652e+06 2.409077190044444986e+06 3.738967565550341271e+06 -6.513152291638620663e+05 1.633081528029097244e+06 6.842070206207103329e+05 4.505984594723198563e+06 3.344682325177262072e+06 5.635415068271263503e+06 7.168749454330360517e+06 3.491739154911205173e+06 6.501678860363792628e+05
